engine_rpm,engine_temp,vibration_level,failure
2854.1531251033616,79.77207434801595,2.106691051494362,0
3023.699335658207,74.05296932733205,2.2639280686096748,0
2845.226780343005,109.38928999058284,3.645093425464947,1
2783.7209060901896,81.96821049319655,2.5027004052777286,0
3775.2502464070394,78.56273792679337,4.023309271658405,0
2865.0625323533145,96.19154261005198,2.0146397641877627,0
3206.390463468249,114.39752406339272,1.687924646537705,0
2776.783192724736,88.3185618141521,2.578454031631156,0
3269.455021842329,110.06092888159122,3.150564149398382,0
2777.248739299614,91.68654671966728,2.4580764395380243,0
3678.1200142854113,78.80330105373856,2.033793073910734,0
3653.571377141214,103.7570681331162,2.5407101614848147,0
2238.4065476081128,80.80615408413577,2.701792317141342,0
2738.5699864233657,104.10932379746272,2.4503967925071746,0
3029.6092170072443,87.0459858986097,3.1836201816532927,0
2551.3728142570844,102.18761851697316,2.4427205985135467,0
2643.5771086614177,102.96994546561108,2.8705650336792985,0
3202.490855480478,74.44104353796372,3.2373200895395677,0
3373.1267830136103,78.73232531090194,1.595944528767714,0
1959.035296058139,88.67366253617426,2.218868611429014,0
3058.663691654391,81.01532018208962,4.987934844804289,0
3514.5778186628218,97.9994190194205,4.0896488893595535,0
2055.2296345272343,86.11481546911114,2.5846030330171845,0
2118.479922318633,103.80091354147451,2.624152547087183,0
2916.4409598415727,87.41203937332898,0.8327096484011292,0
3323.844269050346,90.59630369920174,1.866064063200031,0
1764.1777499363554,83.97787939638219,4.441373189076418,0
3155.4537827990025,78.2988697394064,3.3479491072372976,0
3095.5495340099515,88.92697855995772,1.2862610426626566,0
2569.793317358024,95.13600106569716,3.2806533754757674,0
2764.480847190838,99.49554135441323,0.7773256641030044,0
2499.189995052542,93.51448207541584,1.7384652319822114,0
2522.2297796997877,86.27166847908234,3.875502324965837,0
1894.4323454960572,89.64358517702516,1.610426379380669,0
2471.14453552205,96.4719593970274,2.9043761273333013,0
3926.139092254469,73.3141592612241,1.721163040236425,0
3108.2292947909878,76.30197020420923,3.132500479330215,0
3354.5018787942563,96.45215585950056,1.6547538857917976,0
3107.046872065102,83.98632356048786,4.119447698629482,0
2661.419144243944,104.90726136849952,2.2143766393547124,0
3761.514928204013,83.53063222294426,2.253630776288768,0
2311.1653160214546,90.48860070325703,1.7348508985455928,0
2711.6143347158336,89.17319314157301,2.39963659199768,0
3014.878069747873,90.21311648671944,2.740885871353393,0
3638.832447894212,90.28181157369129,2.985378447308946,0
2962.777042116916,109.14031353866788,2.9825499448658745,0
2408.3707436671125,93.074066978091,2.9516847407148803,0
2850.496324767066,85.71884839034088,3.463107549735053,0
2595.753198553406,93.81935452231554,2.059570520406733,0
2924.1074524822084,71.63794626896703,3.1267124074260764,0
3738.947022370758,86.78364948782617,1.3449161470931663,0
1979.132565787855,97.54291329813574,2.981694656313987,0
2169.5195332420044,103.40450446023144,2.645141296091177,0
3691.079495518764,89.11637040794665,2.906614911739672,0
2942.730077373691,102.00413907944426,2.6658138635191557,0
4046.19363784273,94.86501643826202,3.83959394667803,0
3375.6935616858946,108.54092566334188,1.818874852591749,0
3303.9482548582696,82.12216248091761,2.359548843600628,0
3066.484837073438,79.27256974260193,2.344242163106655,0
2882.9315215254096,93.9348538542175,2.670634965898351,0
2510.813611192484,86.50683203881802,3.848011422966808,0
2889.5152002333884,95.88578404420608,3.2098326698133937,0
3130.5276360899447,70.01799315467892,1.6425142135678756,0
3816.2056519658177,88.88773938651299,1.0771299327947863,0
2855.670680539931,93.91804005402548,2.6147107738738007,0
3329.2721363364158,79.09033569784802,2.927853869076728,0
3014.1591880652304,100.76007138598598,2.21229626203803,0
2580.139078909612,96.7792587133927,1.7289928590315111,0
3764.7751597303063,81.53643345009127,2.870547836214068,0
2700.3036772779888,85.12088591854297,1.7342792680839656,0
2996.0136793416914,84.48141854107553,2.48892980312461,0
3571.4114072575103,92.01099046714968,0.4501330729637516,0
3184.3366544364508,96.96954404510736,2.463590203759006,0
2369.558022832477,93.30880232214456,2.3979607036979727,0
3285.29933429658,80.4056076327652,2.2491762510620816,0
3271.2800217929826,84.64764788439432,3.2500561101012466,0
2558.0712818994334,89.80362201073319,2.8407097649544286,0
3677.818929402476,82.00807993349747,1.5482666727277108,0
3178.556285755873,86.50742295681572,2.980965399143292,0
3305.292872641912,97.60055963689602,1.6663644702055176,0
2575.077815267604,86.32972160916678,2.3376154900834742,0
3340.7503486863125,82.03974143196511,1.071306806452711,0
3426.216667398112,106.28396623128538,3.049054765565361,0
